Id,pitch,roll,yaw
235,-0.00,-0.00,0.01
236,-0.00,-0.01,0.01
237,-0.00,-0.01,0.01
238,-0.00,-0.00,0.01
239,-0.00,-0.00,0.01
240,-0.00,-0.00,0.01
241,-0.00,-0.01,0.01
242,-0.00,-0.01,0.01
243,-0.00,-0.01,0.01
244,-0.00,-0.01,0.01
245,-0.00,-0.01,0.01
246,0.00,-0.01,0.01
247,0.00,-0.01,0.01
248,0.00,-0.01,0.01
249,0.00,-0.01,0.01
250,0.00,-0.01,0.01
251,0.00,-0.01,0.00
252,0.00,-0.01,0.00
253,0.00,-0.01,0.00
254,0.00,-0.01,0.00
255,0.00,-0.01,0.00
256,0.00,-0.01,0.00
257,0.00,-0.01,0.00
258,0.00,-0.01,0.00
259,-0.00,-0.01,0.00
260,-0.00,-0.01,0.00
261,-0.00,-0.01,0.00
262,-0.00,-0.01,0.00
263,-0.00,-0.01,0.00
264,-0.00,-0.01,0.00
265,-0.00,-0.01,0.00
266,-0.00,-0.01,0.00
267,-0.00,-0.01,0.00
268,-0.00,-0.01,0.00
269,-0.00,-0.01,0.00
270,-0.00,-0.01,0.00
271,-0.00,-0.01,0.00
272,-0.00,-0.01,0.00
273,-0.00,-0.01,0.00
274,-0.00,-0.01,0.00
275,-0.00,-0.01,0.00
276,-0.00,-0.01,0.00
277,0.00,-0.01,0.01
278,0.00,-0.01,0.00
279,0.00,-0.01,0.01
280,0.00,-0.01,0.00
281,0.00,-0.01,0.00
282,0.00,-0.01,0.00
283,0.00,-0.01,0.00
284,0.00,-0.01,0.00
285,0.00,-0.01,0.00
286,0.00,-0.01,0.00
287,0.00,-0.01,0.00
288,0.00,-0.01,0.00
289,0.00,-0.01,0.00
290,0.00,-0.01,0.00
291,0.00,-0.01,0.00
292,0.00,-0.00,0.00
293,0.00,-0.00,0.00
294,0.00,-0.00,0.00
295,0.00,-0.00,0.00
296,0.00,-0.00,0.00
297,0.00,-0.00,0.00
298,0.00,-0.00,0.00
299,0.00,-0.00,0.00
300,0.00,-0.00,0.00
301,-0.00,-0.00,0.00
302,0.00,-0.00,0.00
303,-0.00,-0.00,0.00
304,-0.00,-0.00,0.00
305,-0.00,-0.00,0.00
306,-0.00,-0.00,0.00
307,-0.00,-0.00,0.00
308,-0.00,-0.00,0.00
309,-0.00,-0.00,0.00
310,0.00,-0.00,0.00
311,0.00,-0.00,0.00
312,0.00,-0.00,0.00
313,0.00,-0.00,0.00
314,0.00,-0.00,0.00
315,0.00,-0.00,0.00
316,0.00,-0.00,0.00
317,0.00,-0.00,0.00
318,0.00,-0.00,0.00
319,0.00,-0.00,0.00
320,0.00,-0.00,0.00
321,0.00,-0.00,0.00
322,0.00,-0.00,0.00
323,0.00,-0.00,0.00
324,0.00,-0.00,0.00
325,0.00,-0.00,0.00
326,0.00,-0.00,0.00
327,0.00,-0.00,0.00
328,0.00,-0.00,0.00
329,0.00,-0.00,0.00
330,0.00,-0.00,0.00
331,0.00,-0.00,0.00
332,-0.00,-0.00,0.00
333,-0.00,-0.00,0.00
334,-0.00,-0.00,0.00
335,0.00,-0.00,0.00
336,-0.00,-0.00,0.00
337,0.00,-0.00,0.00
338,-0.00,-0.00,0.00
339,-0.00,-0.00,0.00
340,-0.00,0.00,0.00
341,-0.00,0.00,0.00
342,-0.00,-0.00,0.00
343,-0.00,-0.00,0.00
344,-0.00,0.00,0.00
345,-0.00,0.00,0.00
346,0.00,0.00,0.00
347,0.00,0.00,0.00
348,0.00,0.00,0.00
349,0.00,0.00,0.00
350,0.00,0.00,0.00
351,0.00,0.00,0.00
352,0.00,0.00,0.00
353,0.00,0.00,0.00
354,0.00,0.00,0.00
355,-0.00,0.00,0.00
356,0.00,0.00,0.00
357,-0.00,0.00,0.00
358,0.00,0.00,0.00
359,-0.00,0.00,0.00
360,-0.00,0.00,0.00
361,-0.00,0.00,0.00
362,-0.00,0.00,0.00
363,-0.00,0.00,0.00
364,-0.00,0.00,0.00
365,-0.00,0.00,0.00
366,-0.00,0.00,0.00
367,-0.00,0.00,0.00
368,-0.00,0.00,0.00
369,-0.00,0.00,0.00
370,-0.00,0.00,0.00
371,-0.00,0.00,0.00
372,-0.00,0.00,0.00
373,-0.00,0.00,0.00
374,-0.00,0.00,0.00
375,-0.00,0.00,0.00
376,-0.00,0.00,0.00
377,0.00,0.00,0.00
378,0.00,0.00,0.00
379,0.00,0.00,0.00
380,0.00,0.00,0.00
381,0.00,0.00,0.00
382,0.00,0.00,0.00
383,0.00,0.00,0.00
384,0.00,0.00,0.00
385,0.00,-0.00,0.00
386,-0.00,-0.00,0.00
387,-0.00,-0.00,0.00
388,-0.00,-0.00,0.00
389,-0.00,-0.00,0.00
390,-0.00,-0.00,0.00
391,-0.00,-0.00,0.00
392,-0.00,-0.00,0.00
393,0.00,-0.00,0.00
394,-0.00,-0.00,0.00
395,0.00,-0.00,0.00
396,-0.00,0.00,0.00
397,-0.00,0.00,0.00
398,-0.00,0.00,0.00
399,-0.00,0.00,0.00
400,-0.00,0.00,0.00
401,-0.00,0.00,0.00
402,-0.00,0.00,0.00
403,-0.00,0.00,0.00
404,-0.00,0.00,0.00
405,-0.00,0.00,0.00
406,-0.00,0.00,0.00
407,-0.00,0.00,0.00
408,-0.00,0.00,0.00
409,-0.00,0.00,0.00
410,-0.00,0.00,0.00
411,-0.00,0.00,0.00
412,0.00,0.00,0.00
413,0.00,0.00,0.00
414,0.00,0.00,0.00
415,0.00,0.00,0.00
416,0.00,0.00,0.00
417,0.00,0.00,0.00
418,-0.00,0.00,0.00
419,-0.00,0.00,0.00
420,-0.00,0.00,0.00
421,-0.00,0.00,0.00
422,-0.00,0.00,0.00
423,-0.00,0.00,0.00
424,-0.00,0.00,0.00
425,-0.00,0.00,0.00
426,-0.00,0.00,0.00
427,-0.00,0.00,0.00
428,-0.00,0.00,0.00
429,-0.00,0.00,0.00
430,-0.00,0.00,0.00
431,-0.00,0.00,0.00
432,-0.00,0.00,0.00
433,-0.00,0.00,0.00
434,-0.00,0.00,0.00
435,-0.00,0.00,0.00
436,-0.00,0.00,0.00
437,-0.00,0.00,0.00
438,-0.00,0.00,0.00
439,-0.00,0.00,0.00
440,-0.00,0.00,0.00
441,-0.00,0.00,0.00
442,-0.00,0.00,0.00
443,-0.00,0.00,0.00
444,-0.00,0.00,0.00
445,-0.00,0.00,0.00
446,-0.00,0.00,0.00
447,-0.00,0.00,0.00
448,-0.00,0.00,0.00
449,-0.00,0.00,0.00
450,-0.00,0.00,0.00
451,-0.00,0.00,0.00
452,-0.00,0.00,0.00
453,-0.00,0.00,0.00
454,-0.00,0.00,0.00
455,-0.00,0.00,0.00
456,-0.00,0.00,0.00
457,-0.00,0.00,0.00
458,-0.00,0.00,0.00
459,-0.00,0.00,0.00
460,-0.00,0.00,0.00
461,-0.00,0.00,0.00
462,-0.00,0.00,0.00
463,-0.00,0.00,0.00
464,-0.00,0.00,0.00
465,-0.00,0.00,0.00
466,-0.00,0.00,0.00
467,-0.00,0.00,0.00
468,-0.00,0.00,0.00
469,-0.00,0.00,0.00
470,-0.00,0.00,0.00
471,-0.00,0.00,0.00
472,-0.00,0.00,0.00
473,-0.00,0.00,0.00
474,-0.00,0.00,0.00
475,-0.00,0.00,0.00
476,-0.00,0.00,0.00
477,-0.00,0.00,0.00
478,-0.00,0.00,0.00
479,-0.00,0.00,0.00
480,-0.00,0.00,0.00
481,-0.00,0.00,0.00
482,-0.00,0.00,0.00
483,-0.00,0.00,0.00
484,-0.00,0.00,0.00
485,-0.00,0.00,0.00
486,-0.00,0.00,0.00
487,-0.00,0.00,0.00
488,-0.00,0.00,0.00
489,-0.00,0.00,0.00
490,-0.00,0.00,0.00
491,-0.00,0.00,0.00
492,-0.00,0.00,0.00
493,-0.00,0.00,0.00
494,-0.00,0.00,0.00
495,-0.00,0.01,0.00
496,-0.00,0.01,0.00
497,-0.00,0.01,0.00
498,-0.00,0.01,0.00
499,-0.00,0.01,0.00
500,-0.00,0.01,0.00
501,-0.00,0.01,0.00
502,-0.00,0.01,0.00
503,-0.00,0.01,0.00
504,-0.00,0.01,0.00
505,-0.00,0.01,0.00
506,-0.00,0.01,0.00
507,-0.00,0.01,0.00
508,-0.00,0.01,0.00
509,-0.00,0.01,0.00
510,-0.00,0.01,0.00
511,-0.00,0.00,0.00
512,-0.00,0.00,0.00
513,-0.00,0.01,0.00
514,-0.00,0.01,0.00
515,-0.00,0.01,0.00
516,-0.00,0.01,0.00
517,-0.00,0.01,0.00
518,-0.00,0.01,0.00
519,-0.00,0.01,0.00
520,-0.00,0.01,0.00
521,-0.00,0.01,0.00
522,-0.00,0.01,0.00
523,-0.00,0.00,0.00
524,-0.00,0.00,0.00
525,-0.00,0.01,0.00
526,-0.00,0.01,0.00
527,-0.00,0.00,0.00
528,-0.00,0.01,0.00
529,-0.00,0.01,0.00
530,-0.00,0.01,0.00
531,-0.00,0.01,0.00
532,-0.00,0.01,0.00
533,-0.00,0.01,0.00
534,-0.00,0.01,0.00
535,-0.00,0.01,0.00
536,-0.00,0.01,0.00
537,-0.00,0.01,0.00
538,-0.00,0.01,0.00
539,-0.00,0.01,0.00
540,-0.00,0.01,0.00
541,-0.00,0.01,0.00
542,-0.00,0.01,0.00
543,-0.00,0.01,0.00
544,-0.00,0.01,0.00
545,-0.00,0.01,0.00
546,-0.00,0.01,0.00
547,-0.00,0.01,0.00
548,-0.00,0.01,0.00
549,-0.00,0.01,0.00
550,-0.00,0.01,0.00
551,-0.00,0.01,0.00
552,-0.00,0.01,0.00
553,0.00,0.01,0.00
554,0.00,0.01,0.00
555,0.00,0.01,0.00
556,0.00,0.01,0.00
557,0.00,0.01,0.00
558,0.00,0.01,0.00
559,0.00,0.01,0.00
560,0.00,0.01,0.00
561,-0.00,0.01,0.00
562,0.00,0.01,0.00
563,-0.00,0.01,0.00
564,0.00,0.01,0.00
565,-0.00,0.01,0.00
566,-0.00,0.01,0.00
567,-0.00,0.01,0.00
568,-0.00,0.01,0.00
569,-0.00,0.01,0.00
570,-0.00,0.01,0.00
571,-0.00,0.01,0.00
572,-0.00,0.01,0.00
573,-0.00,0.01,0.00
574,0.00,0.01,0.00
575,0.00,0.01,0.00
576,0.00,0.01,0.00
577,0.00,0.01,0.00
578,0.00,0.01,0.00
579,0.00,0.01,0.00
580,0.00,0.01,0.00
581,0.00,0.01,0.00
582,0.00,0.01,0.00
583,0.00,0.01,0.00
584,0.00,0.01,0.00
585,0.00,0.01,0.00
586,0.00,0.01,0.00
587,0.00,0.01,0.00
588,0.00,0.01,0.00
589,0.00,0.01,0.00
590,0.00,0.01,0.00
591,0.00,0.01,0.00
592,0.00,0.01,0.00
593,0.00,0.01,0.00
594,0.00,0.01,0.00
595,0.00,0.01,0.00
596,0.00,0.01,0.00
597,0.00,0.01,0.00
598,0.00,0.01,0.00
599,0.00,0.01,0.00
600,0.00,0.01,0.00
601,0.00,0.01,0.00
602,-0.00,0.01,0.00
603,0.00,0.01,0.00
604,0.00,0.01,0.00
605,0.00,0.01,0.00
606,0.00,0.01,0.00
607,0.00,0.01,0.00
608,0.00,0.01,0.00
609,0.00,0.01,0.00
610,0.00,0.01,0.00
611,0.00,0.01,0.00
612,0.00,0.01,0.00
613,0.00,0.01,0.00
614,0.00,0.01,0.00
615,0.00,0.01,0.01
616,0.00,0.01,0.01
617,0.00,0.01,0.01
618,0.00,0.01,0.01
619,0.00,0.01,0.00
620,0.00,0.01,0.00
621,0.00,0.01,0.00
622,0.00,0.01,0.00
623,0.00,0.01,0.00
624,0.00,0.01,0.00
625,0.00,0.01,0.00
626,0.00,0.01,0.00
627,-0.00,0.01,0.00
628,0.00,0.01,0.00
629,-0.00,0.01,0.00
630,-0.00,0.01,0.00
631,-0.00,0.01,0.00
632,0.00,0.01,0.00
633,-0.00,0.01,0.00
634,0.00,0.01,0.00
635,-0.00,0.01,0.00
636,0.00,0.01,0.00
637,0.00,0.01,0.00
638,0.00,0.01,0.00
639,0.00,0.01,0.00
640,0.00,0.01,0.00
641,0.00,0.01,0.00
642,0.00,0.01,0.00
643,0.00,0.01,0.00
644,0.00,0.01,0.00
645,0.00,0.01,0.00
646,0.00,0.01,0.00
647,0.00,0.01,0.00
648,0.00,0.01,0.00
649,0.00,0.01,0.00
650,0.00,0.01,0.00
651,0.00,0.01,0.00
652,0.00,0.01,0.00
653,0.00,0.01,0.00
654,0.00,0.01,0.00
655,0.00,0.01,0.00
656,0.00,0.01,0.00
657,0.00,0.01,0.00
658,0.00,0.01,0.00
659,0.00,0.01,0.00
660,0.00,0.01,0.00
661,0.00,0.01,0.00
662,0.00,0.01,0.00
663,0.00,0.01,0.00
664,0.00,0.01,0.00
665,0.00,0.01,0.00
666,0.00,0.01,0.00
667,0.00,0.01,0.00
668,0.00,0.01,0.00
669,0.00,0.01,0.00
670,0.00,0.01,0.00
671,0.00,0.01,0.00
672,0.00,0.01,0.00
673,0.00,0.01,0.00
674,0.00,0.01,0.00
675,0.00,0.01,0.00
676,0.00,0.01,0.00
677,0.00,0.01,0.00
678,0.00,0.01,0.00
679,0.00,0.01,0.00
680,0.00,0.01,0.00
681,0.00,0.01,0.00
682,0.00,0.01,0.00
683,0.00,0.01,0.00
684,0.00,0.01,0.00
685,0.00,0.01,0.00
686,0.00,0.01,0.00
687,0.00,0.01,0.00
688,0.00,0.01,0.00
689,0.00,0.01,0.00
690,0.00,0.01,0.00
691,0.00,0.01,0.00
692,0.00,0.01,0.00
693,0.00,0.01,0.00
694,0.00,0.01,0.00
695,0.00,0.01,0.00
696,0.00,0.01,0.00
697,0.00,0.01,0.00
698,0.00,0.01,0.00
699,0.00,0.01,0.00
700,0.00,0.01,0.00
701,0.00,0.01,0.00
702,0.00,0.01,0.00
703,0.00,0.01,0.00
704,0.00,0.02,0.00
705,0.00,0.02,0.00
706,0.00,0.02,0.00
707,0.00,0.02,0.00
708,0.00,0.02,0.00
709,0.00,0.02,0.00
710,0.00,0.02,0.00
711,0.01,0.02,0.00
712,0.01,0.02,0.00
713,0.01,0.02,0.00
714,0.01,0.02,0.00
715,0.01,0.02,0.00
716,0.01,0.02,0.00
717,0.01,0.02,0.00
718,0.01,0.02,0.00
719,0.01,0.01,0.00
720,0.01,0.01,0.00
721,0.01,0.01,0.01
722,0.01,0.01,0.01
723,0.01,0.02,0.01
724,0.01,0.02,0.01
725,0.01,0.02,0.00
726,0.01,0.02,0.01
727,0.01,0.02,0.01
728,0.01,0.02,0.01
729,0.01,0.02,0.01
730,0.01,0.02,0.01
731,0.01,0.02,0.01
732,0.01,0.02,0.01
733,0.00,0.01,0.01
734,0.00,0.01,0.01
735,0.00,0.01,0.01
736,0.00,0.02,0.01
737,0.00,0.02,0.01
738,0.00,0.02,0.01
739,0.00,0.02,0.01
740,0.00,0.02,0.01
741,0.00,0.02,0.01
742,0.00,0.02,0.01
743,0.00,0.02,0.01
744,0.00,0.02,0.01
745,0.00,0.02,0.01
746,0.00,0.02,0.01
747,0.00,0.02,0.01
748,0.00,0.02,0.01
749,0.00,0.02,0.01
750,0.00,0.02,0.01
751,0.01,0.02,0.01
752,0.01,0.02,0.01
753,0.01,0.02,0.01
754,0.01,0.02,0.01
755,0.01,0.02,0.01
756,0.00,0.02,0.01
757,0.00,0.02,0.01
758,0.00,0.02,0.01
759,0.00,0.02,0.01
760,0.00,0.02,0.01
761,0.00,0.02,0.01
762,0.00,0.02,0.01
763,0.00,0.02,0.01
764,0.00,0.02,0.01
765,0.00,0.02,0.01
766,0.00,0.02,0.01
767,0.00,0.02,0.01
768,0.00,0.02,0.01
769,0.00,0.02,0.01
770,0.00,0.02,0.01
771,0.00,0.02,0.01
772,0.00,0.02,0.01
773,0.00,0.02,0.01
774,0.00,0.02,0.01
775,0.00,0.02,0.01
776,0.00,0.02,0.01
777,0.00,0.02,0.01
778,0.01,0.02,0.01
779,0.01,0.02,0.01
780,0.01,0.02,0.01
781,0.01,0.02,0.01
782,0.01,0.02,0.01
783,0.01,0.02,0.01
784,0.01,0.02,0.01
785,0.01,0.02,0.01
786,0.01,0.02,0.01
787,0.01,0.02,0.01
788,0.01,0.02,0.01
789,0.01,0.02,0.01
790,0.01,0.02,0.01
791,0.01,0.02,0.01
792,0.01,0.02,0.01
793,0.01,0.02,0.01
794,0.01,0.02,0.01
795,0.01,0.02,0.01
796,0.01,0.02,0.01
797,0.01,0.02,0.01
798,0.01,0.02,0.01
799,0.01,0.02,0.01
800,0.01,0.02,0.01
801,0.01,0.02,0.01
802,0.01,0.02,0.01
803,0.01,0.02,0.01
804,0.01,0.02,0.01
805,0.01,0.02,0.01
806,0.01,0.02,0.01
807,0.01,0.02,0.01
808,0.01,0.02,0.01
809,0.01,0.02,0.01
810,0.01,0.02,0.01
811,0.01,0.02,0.01
812,0.01,0.02,0.01
813,0.01,0.02,0.01
814,0.01,0.02,0.01
815,0.01,0.02,0.01
816,0.01,0.02,0.01
817,0.01,0.03,0.01
818,0.01,0.03,0.01
819,0.01,0.03,0.01
820,0.01,0.03,0.01
821,0.01,0.03,0.01
822,0.01,0.03,0.01
823,0.01,0.03,0.01
824,0.01,0.03,0.01
825,0.01,0.03,0.01
826,0.01,0.03,0.01
827,0.01,0.03,0.01
828,0.01,0.03,0.01
829,0.01,0.03,0.01
830,0.01,0.03,0.01
831,0.01,0.03,0.01
832,0.01,0.03,0.01
833,0.01,0.03,0.01
834,0.01,0.03,0.01
835,0.01,0.03,0.01
836,0.01,0.03,0.01
837,0.01,0.03,0.01
838,0.01,0.03,0.01
839,0.01,0.03,0.01
840,0.01,0.03,0.01
841,0.01,0.03,0.01
842,0.01,0.03,0.01
843,0.01,0.03,0.01
844,0.01,0.03,0.01
845,0.01,0.03,0.01
846,0.01,0.03,0.01
847,0.01,0.03,0.01
848,0.01,0.03,0.01
849,0.01,0.03,0.01
850,0.01,0.03,0.01
851,0.01,0.03,0.01
852,0.01,0.03,0.01
853,0.01,0.03,0.01
854,0.01,0.03,0.01
855,0.01,0.03,0.01
856,0.01,0.03,0.01
857,0.01,0.03,0.01
858,0.01,0.03,0.01
859,0.01,0.03,0.01
860,0.01,0.03,0.01
861,0.01,0.03,0.01
862,0.01,0.03,0.01
863,0.01,0.03,0.01
864,0.01,0.03,0.01
865,0.01,0.03,0.01
866,0.01,0.03,0.01
867,0.01,0.03,0.01
868,0.01,0.03,0.01
869,0.01,0.03,0.01
870,0.01,0.03,0.01
871,0.01,0.03,0.01
872,0.01,0.03,0.01
873,0.01,0.03,0.01
874,0.01,0.03,0.01
875,0.01,0.03,0.01
876,0.01,0.03,0.01
877,0.01,0.03,0.01
878,0.01,0.03,0.01
879,0.01,0.03,0.01
880,0.01,0.03,0.01
881,0.01,0.03,0.01
882,0.01,0.03,0.01
883,0.01,0.03,0.01
884,0.01,0.03,0.01
885,0.01,0.03,0.01
886,0.01,0.03,0.01
887,0.01,0.03,0.01
888,0.01,0.03,0.01
889,0.01,0.03,0.01
890,0.01,0.03,0.01
891,0.01,0.03,0.01
892,0.01,0.03,0.01
893,0.01,0.03,0.01
894,0.01,0.03,0.01
895,0.01,0.03,0.01
896,0.01,0.03,0.01
897,0.01,0.03,0.01
898,0.01,0.03,0.01
899,0.01,0.03,0.01
900,0.01,0.03,0.01
901,0.01,0.03,0.01
902,0.01,0.03,0.01
903,0.01,0.03,0.01
904,0.01,0.03,0.01
905,0.01,0.03,0.01
906,0.01,0.03,0.01
907,0.01,0.03,0.01
908,0.01,0.03,0.01
909,0.01,0.03,0.01
910,0.01,0.03,0.01
911,0.01,0.03,0.01
912,0.01,0.03,0.01
913,0.01,0.03,0.01
914,0.01,0.03,0.01
915,0.01,0.03,0.01
916,0.01,0.03,0.01
917,0.01,0.03,0.01
918,0.01,0.03,0.01
919,0.01,0.03,0.01
920,0.01,0.03,0.01
921,0.01,0.03,0.01
922,0.01,0.03,0.01
923,0.01,0.03,0.01
924,0.01,0.03,0.01
925,0.01,0.03,0.01
926,0.01,0.04,0.01
927,0.01,0.04,0.01
928,0.01,0.04,0.01
929,0.01,0.04,0.01
930,0.01,0.04,0.01
931,0.01,0.04,0.01
932,0.01,0.04,0.01
933,0.01,0.04,0.01
934,0.01,0.04,0.01
935,0.01,0.04,0.01
936,0.01,0.04,0.01
937,0.01,0.04,0.01
938,0.01,0.04,0.01
939,0.01,0.04,0.01
940,0.01,0.04,0.01
941,0.01,0.04,0.01
